IDUsuario;RetiroDT;RetiroEstacion;AnclajeDT;AnclajeEstacion
84130;2016-10-01 14:40:48.890;129;2016-10-01 14:50:10.000;94
47247;2016-10-01 14:40:40.217;11;2016-10-01 14:50:47.000;34
87714;2016-10-01 14:37:42.463;99;2016-10-01 14:51:39.483;52
49715;2016-10-01 14:43:22.687;89;2016-10-01 14:52:32.000;56
43095;2016-10-01 14:48:22.753;49;2016-10-01 14:53:39.000;87
41219;2016-10-01 14:49:24.333;108;2016-10-01 14:53:58.633;119
50377;2016-10-01 14:52:14.773;130;2016-10-01 14:55:17.000;49
88384;2016-10-01 14:52:56.757;47;2016-10-01 14:57:53.087;110
65491;2016-10-01 14:48:59.880;123;2016-10-01 14:58:29.000;29
89787;2016-10-01 14:41:27.670;21;2016-10-01 14:59:20.690;22
50750;2016-10-01 14:48:01.363;108;2016-10-01 14:59:29.000;51
89424;2016-10-01 14:51:32.740;5;2016-10-01 15:00:47.000;23
21732;2016-10-01 14:56:22.650;38;2016-10-01 15:01:22.000;34
70599;2016-10-01 14:57:41.120;57;2016-10-01 15:02:30.000;34
57637;2016-10-01 14:54:16.447;21;2016-10-01 15:03:23.000;4
1026;2016-10-01 14:54:17.447;123;2016-10-01 15:04:10.000;53
4757;2016-10-01 14:44:26.063;117;2016-10-01 15:05:01.000;92
80253;2016-10-01 14:56:24.650;108;2016-10-01 15:06:06.120;105
63392;2016-10-01 15:00:43.373;9;2016-10-01 15:08:33.680;11
31638;2016-10-01 15:06:31.970;47;2016-10-01 15:09:46.597;46
64944;2016-10-01 14:55:05.650;46;2016-10-01 15:10:25.000;67
89399;2016-10-01 15:03:36.797;9;2016-10-01 15:11:39.000;55
89579;2016-10-01 15:03:18.140;50;2016-10-01 15:13:38.000;88
78229;2016-10-01 14:41:28.843;14;2016-10-01 15:14:06.000;9
76934;2016-10-01 15:07:07.690;33;2016-10-01 15:15:09.187;6
64382;2016-10-01 15:11:33.833;10;2016-10-01 15:16:31.997;64
15415;2016-10-01 14:59:00.420;32;2016-10-01 15:17:32.490;71
82553;2016-10-01 15:03:43.080;72;2016-10-01 15:18:38.000;61
55916;2016-10-01 15:04:58.657;18;2016-10-01 15:20:08.000;74
78720;2016-10-01 15:14:49.790;39;2016-10-01 15:20:48.000;16
78778;2016-10-01 15:11:59.413;56;2016-10-01 15:22:10.000;34
89350;2016-10-01 15:08:22.097;18;2016-10-01 15:22:36.370;91
83920;2016-10-01 15:11:09.523;109;2016-10-01 15:23:38.000;42
87685;2016-10-01 15:17:04.760;123;2016-10-01 15:24:57.513;98
65771;2016-10-01 15:20:38.390;92;2016-10-01 15:27:56.910;123
54569;2016-10-01 15:23:55.953;130;2016-10-01 15:29:00.290;43
83057;2016-10-01 15:17:27.417;11;2016-10-01 15:30:13.527;125
27608;2016-10-01 15:24:30.987;59;2016-10-01 15:32:34.000;94
84699;2016-10-01 15:15:29.197;99;2016-10-01 15:34:48.503;128
43746;2016-10-01 15:30:47.710;108;2016-10-01 15:38:20.000;48
64512;2016-10-01 15:33:40.570;39;2016-10-01 15:40:33.000;36
64375;2016-10-01 15:24:13.877;70;2016-10-01 15:41:28.000;8
83878;2016-10-01 15:25:34.050;126;2016-10-01 15:44:13.000;42
71429;2016-10-01 15:39:37.513;101;2016-10-01 15:45:55.000;55
28939;2016-10-01 15:40:18.857;42;2016-10-01 15:47:46.000;16
23149;2016-10-01 15:41:45.687;10;2016-10-01 15:49:08.247;75
87845;2016-10-01 15:46:11.953;78;2016-10-01 15:50:27.000;62
73773;2016-10-01 15:45:14.063;125;2016-10-01 15:53:14.100;13
39272;2016-10-01 15:48:40.237;26;2016-10-01 15:54:12.000;39
25876;2016-10-01 15:42:28.827;79;2016-10-01 15:55:23.000;59
65752;2016-10-01 15:46:50.173;115;2016-10-01 15:57:03.200;113
64642;2016-10-01 15:49:52.567;34;2016-10-01 15:58:52.960;11
9765;2016-10-01 15:55:08.023;64;2016-10-01 15:59:46.000;5
546;2016-10-01 14:09:17.260;45;2016-10-01 16:01:12.000;45
85994;2016-10-01 15:58:42.167;119;2016-10-01 16:01:47.577;120
11007;2016-10-01 15:52:58.303;38;2016-10-01 16:02:53.280;43
81501;2016-10-01 15:54:36.727;34;2016-10-01 16:04:59.200;46
1824;2016-10-01 15:54:56.977;33;2016-10-01 16:06:23.000;56
75989;2016-10-01 15:59:27.607;81;2016-10-01 16:07:18.000;74
72997;2016-10-01 16:03:14.263;111;2016-10-01 16:08:42.000;47
70414;2016-10-01 16:01:41.200;95;2016-10-01 16:11:38.000;5
79188;2016-10-01 16:02:37.873;10;2016-10-01 16:13:54.000;67
69226;2016-10-01 16:11:41.677;77;2016-10-01 16:15:58.000;62
71549;2016-10-01 16:04:43.657;122;2016-10-01 16:17:42.290;102
24512;2016-10-01 16:15:02.320;45;2016-10-01 16:19:16.947;91
62574;2016-10-01 16:13:48.133;112;2016-10-01 16:20:31.943;109
82863;2016-10-01 16:17:09.213;118;2016-10-01 16:21:01.440;50
88156;2016-10-01 16:07:33.173;18;2016-10-01 16:21:19.000;67
47261;2016-10-01 16:09:26.973;98;2016-10-01 16:22:12.000;56
72708;2016-10-01 16:17:57.230;12;2016-10-01 16:22:36.000;67
64029;2016-10-01 16:16:11.523;10;2016-10-01 16:23:32.000;30
5432;2016-10-01 16:18:32.370;58;2016-10-01 16:25:40.747;37
85457;2016-10-01 16:20:54.420;87;2016-10-01 16:26:05.000;21
77074;2016-10-01 16:22:55.560;120;2016-10-01 16:27:00.410;108
76476;2016-10-01 16:22:09.467;20;2016-10-01 16:28:51.000;63
58658;2016-10-01 16:08:26.253;109;2016-10-01 16:29:38.000;29
80156;2016-10-01 16:25:46.940;39;2016-10-01 16:31:22.000;36
22499;2016-10-01 16:11:13.317;18;2016-10-01 16:32:54.000;20
58680;2016-10-01 16:22:17.077;108;2016-10-01 16:34:15.000;42
41400;2016-10-01 16:29:16.143;57;2016-10-01 16:35:09.503;76
68091;2016-10-01 16:19:55.013;106;2016-10-01 16:36:22.333;102
87408;2016-10-01 16:33:30.883;118;2016-10-01 16:38:23.330;121
87844;2016-10-01 16:32:31.350;16;2016-10-01 16:40:51.000;36
77649;2016-10-01 16:33:38.460;54;2016-10-01 16:41:19.000;28
88850;2016-10-01 16:31:57.757;108;2016-10-01 16:42:11.000;16
82762;2016-10-01 16:32:47.927;129;2016-10-01 16:43:04.000;47
1199;2016-10-01 16:40:39.903;9;2016-10-01 16:43:43.000;8
59799;2016-10-01 16:35:58.353;44;2016-10-01 16:46:00.777;24
41144;2016-10-01 16:43:15.060;27;2016-10-01 16:47:54.000;49
74445;2016-10-01 16:38:12.527;65;2016-10-01 16:49:23.000;18
88736;2016-10-01 16:40:04.823;128;2016-10-01 16:51:42.000;10
56494;2016-10-01 16:43:43.093;48;2016-10-01 16:53:11.583;104
33538;2016-10-01 16:39:28.307;44;2016-10-01 16:54:05.000;34
31819;2016-10-01 16:47:21.923;34;2016-10-01 16:55:50.693;89
81894;2016-10-01 16:40:20.777;33;2016-10-01 16:56:40.000;66
74606;2016-10-01 16:52:24.130;21;2016-10-01 16:57:20.000;87
78948;2016-10-01 16:53:57.303;115;2016-10-01 16:58:30.910;116
47568;2016-10-01 14:42:19.767;87;2016-10-01 16:58:55.000;87
69956;2016-10-01 16:51:28.897;130;2016-10-01 17:00:18.253;127
71298;2016-10-01 16:50:50.520;57;2016-10-01 17:01:46.000;36
56504;2016-10-01 16:44:52.970;49;2016-10-01 17:02:39.000;62
87243;2016-10-01 16:41:07.387;50;2016-10-01 17:03:33.460;6
50638;2016-10-01 16:54:55.743;89;2016-10-01 17:04:10.350;75
87694;2016-10-01 16:56:30.260;28;2016-10-01 17:05:05.000;34
21689;2016-10-01 16:54:42.570;85;2016-10-01 17:05:33.000;51
85727;2016-10-01 16:53:42.257;77;2016-10-01 17:05:51.000;21
30515;2016-10-01 16:58:11.683;61;2016-10-01 17:06:29.000;79
31709;2016-10-01 16:56:00.413;22;2016-10-01 17:07:22.237;113
79758;2016-10-01 17:01:31.857;6;2016-10-01 17:08:21.137;24
10946;2016-10-01 17:04:49.280;16;2016-10-01 17:10:21.210;103
59058;2016-10-01 17:07:37.563;104;2016-10-01 17:10:54.677;100
5552;2016-10-01 17:00:50.777;54;2016-10-01 17:11:18.000;47
77537;2016-10-01 17:02:56.077;75;2016-10-01 17:11:50.000;9
88381;2016-10-01 17:04:56.047;85;2016-10-01 17:13:08.023;125
78667;2016-10-01 17:09:37.737;6;2016-10-01 17:14:04.000;9
78606;2016-10-01 17:11:32.193;19;2016-10-01 17:14:56.000;18
26549;2016-10-01 17:12:03.723;49;2016-10-01 17:15:36.240;52
50245;2016-10-01 17:12:24.817;93;2016-10-01 17:17:39.000;39
88811;2016-10-01 17:12:53.240;12;2016-10-01 17:19:08.000;66
62609;2016-10-01 17:11:20.083;92;2016-10-01 17:20:35.673;93
89202;2016-10-01 17:14:38.210;74;2016-10-01 17:21:20.000;62
63003;2016-10-01 17:00:28.967;125;2016-10-01 17:22:11.000;49
70599;2016-10-01 17:16:39.930;34;2016-10-01 17:22:34.000;57
4562;2016-10-01 17:09:24.127;8;2016-10-01 17:24:05.613;6
50815;2016-10-01 17:18:57.090;10;2016-10-01 17:25:04.000;34
79565;2016-10-01 17:15:01.303;61;2016-10-01 17:25:22.000;70
47110;2016-10-01 17:20:29.387;70;2016-10-01 17:28:05.857;75
88383;2016-10-01 17:17:39.993;47;2016-10-01 17:28:52.000;31
15381;2016-10-01 17:26:16.330;71;2016-10-01 17:29:49.000;69
53368;2016-10-01 17:24:06.013;47;2016-10-01 17:32:36.363;119
59775;2016-10-01 17:26:19.517;87;2016-10-01 17:33:14.000;16
73442;2016-10-01 17:31:14.893;113;2016-10-01 17:34:24.463;117
90119;2016-10-01 17:17:20.993;11;2016-10-01 17:35:11.830;105
21171;2016-10-01 17:29:42.987;67;2016-10-01 17:36:21.000;10
22109;2016-10-01 17:20:41.823;49;2016-10-01 17:37:26.000;8
17117;2016-10-01 17:30:27.050;89;2016-10-01 17:38:41.000;86
77412;2016-10-01 17:35:08.490;118;2016-10-01 17:40:02.967;50
83537;2016-10-01 17:30:08.630;60;2016-10-01 17:41:16.000;79
63833;2016-10-01 17:22:18.137;80;2016-10-01 17:42:00.497;91
47221;2016-10-01 17:32:31.380;49;2016-10-01 17:42:58.000;67
20899;2016-10-01 17:30:32.270;83;2016-10-01 17:44:55.000;9
83420;2016-10-01 17:40:28.823;44;2016-10-01 17:47:17.610;19
89623;2016-10-01 17:42:38.840;67;2016-10-01 17:47:27.000;68
17395;2016-10-01 17:41:48.200;101;2016-10-01 17:48:03.173;19
8655;2016-10-01 17:38:06.680;64;2016-10-01 17:48:42.000;7
88108;2016-10-01 17:45:24.420;10;2016-10-01 17:49:46.000;4
47145;2016-10-01 17:37:40.743;81;2016-10-01 17:50:48.000;77
47029;2016-10-01 17:42:01.777;38;2016-10-01 17:51:19.000;44
66435;2016-10-01 17:47:05.283;11;2016-10-01 17:51:46.000;10
89541;2016-10-01 17:28:52.673;2;2016-10-01 17:52:32.000;69
81293;2016-10-01 17:47:58.627;44;2016-10-01 17:53:56.857;108
71019;2016-10-01 17:41:29.700;63;2016-10-01 17:55:31.000;16
79565;2016-10-01 17:45:50.530;68;2016-10-01 17:55:53.730;75
68196;2016-10-01 17:39:18.447;32;2016-10-01 17:56:37.090;109
6189;2016-10-01 17:47:43.737;10;2016-10-01 17:57:04.460;101
88036;2016-10-01 17:53:26.710;65;2016-10-01 17:58:09.633;11
44026;2016-10-01 17:56:35.633;60;2016-10-01 18:02:04.000;9
32960;2016-10-01 17:58:10.667;49;2016-10-01 18:04:12.000;20
75106;2016-10-01 17:57:31.070;91;2016-10-01 18:06:07.187;24
27821;2016-10-01 17:56:11.430;48;2016-10-01 18:06:31.000;10
66871;2016-10-01 17:45:37.937;94;2016-10-01 18:07:01.337;6
46597;2016-10-01 18:04:29.420;79;2016-10-01 18:07:29.000;80
89623;2016-10-01 18:03:20.653;68;2016-10-01 18:08:09.000;67
45794;2016-10-01 17:59:05.103;42;2016-10-01 18:09:05.000;56
56859;2016-10-01 18:02:51.263;19;2016-10-01 18:10:31.000;10
10156;2016-10-01 17:59:08.573;33;2016-10-01 18:12:05.930;12
87365;2016-10-01 18:02:55.403;49;2016-10-01 18:14:02.000;41
42799;2016-10-01 18:11:05.597;9;2016-10-01 18:14:52.140;6
76442;2016-10-01 18:09:43.550;30;2016-10-01 18:15:37.000;14
64253;2016-10-01 17:59:14.993;6;2016-10-01 18:18:20.000;53
84686;2016-10-01 18:10:30.427;49;2016-10-01 18:18:35.877;99
88980;2016-10-01 18:15:05.773;80;2016-10-01 18:19:35.670;82
48533;2016-10-01 18:16:51.353;93;2016-10-01 18:19:53.320;19
86600;2016-10-01 18:03:21.513;65;2016-10-01 18:20:33.000;9
36658;2016-10-01 18:15:07.727;106;2016-10-01 18:21:00.653;43
89760;2016-10-01 18:08:11.953;90;2016-10-01 18:22:20.000;30
28945;2016-10-01 18:03:01.700;47;2016-10-01 18:23:34.030;75
68523;2016-10-01 18:14:57.147;27;2016-10-01 18:24:00.000;31
42549;2016-10-01 18:15:30.787;93;2016-10-01 18:24:18.000;16
67598;2016-10-01 18:15:18.680;16;2016-10-01 18:25:08.000;47
8319;2016-10-01 18:09:48.283;73;2016-10-01 18:26:22.000;10
41535;2016-10-01 18:09:02.720;66;2016-10-01 18:27:56.083;71
18012;2016-10-01 18:16:16.180;109;2016-10-01 18:29:12.407;99
70730;2016-10-01 18:21:18.340;12;2016-10-01 18:29:59.000;15
84091;2016-10-01 18:21:31.857;39;2016-10-01 18:30:56.370;46
67169;2016-10-01 18:18:06.510;34;2016-10-01 18:31:21.870;108
2514;2016-10-01 18:27:46.127;24;2016-10-01 18:31:54.867;99
69098;2016-10-01 18:26:31.000;54;2016-10-01 18:32:35.000;47
62071;2016-10-01 18:22:15.420;108;2016-10-01 18:33:46.207;99
24721;2016-10-01 18:18:00.307;38;2016-10-01 18:34:53.107;108
81740;2016-10-01 18:26:56.157;75;2016-10-01 18:35:26.000;21
43746;2016-10-01 18:27:40.250;48;2016-10-01 18:36:22.160;108
17044;2016-10-01 18:33:35.710;42;2016-10-01 18:36:42.000;41
239;2016-10-01 18:29:36.957;36;2016-10-01 18:37:25.930;102
60140;2016-10-01 18:34:51.397;67;2016-10-01 18:38:22.000;68
87022;2016-10-01 18:11:49.020;64;2016-10-01 18:38:54.390;64
79185;2016-10-01 17:47:06.423;107;2016-10-01 18:40:05.700;91
37939;2016-10-01 18:30:19.817;93;2016-10-01 18:40:22.000;92
28066;2016-10-01 18:26:24.047;67;2016-10-01 18:41:21.000;31
88279;2016-10-01 18:28:38.643;6;2016-10-01 18:42:05.000;21
88599;2016-10-01 18:30:25.317;46;2016-10-01 18:43:29.860;119
61034;2016-10-01 18:24:25.903;108;2016-10-01 18:43:51.603;113
15849;2016-10-01 18:32:29.723;39;2016-10-01 18:44:29.260;35
73457;2016-10-01 18:28:48.143;55;2016-10-01 18:45:23.000;44
87637;2016-10-01 18:37:37.760;8;2016-10-01 18:46:10.670;93
87278;2016-10-01 18:39:57.947;68;2016-10-01 18:46:56.000;67
18390;2016-10-01 18:19:23.243;1;2016-10-01 18:47:45.753;1
37483;2016-10-01 18:36:50.367;97;2016-10-01 18:48:14.820;108
5552;2016-10-01 18:40:21.340;47;2016-10-01 18:48:58.000;54
85041;2016-10-01 18:41:17.497;94;2016-10-01 18:50:30.000;21
62350;2016-10-01 16:13:34.383;112;2016-10-01 16:20:33.463;109
86186;2016-10-01 16:09:51.427;90;2016-10-01 16:21:02.000;34
47185;2016-10-01 16:08:24.113;57;2016-10-01 16:21:24.000;53
30400;2016-10-01 16:11:23.973;11;2016-10-01 16:22:34.720;72
25534;2016-10-01 16:03:29.687;67;2016-10-01 16:23:19.870;52
57359;2016-10-01 16:05:53.970;55;2016-10-01 16:24:14.470;52
86938;2016-10-01 16:22:44.000;34;2016-10-01 16:25:52.000;16
85527;2016-10-01 16:21:13.920;87;2016-10-01 16:26:20.000;21
6643;2016-10-01 16:20:03.920;57;2016-10-01 16:27:44.000;45
40473;2016-10-01 16:14:40.633;120;2016-10-01 16:28:53.000;16
79098;2016-10-01 16:17:46.697;92;2016-10-01 16:29:48.327;119
85758;2016-10-01 16:22:37.107;35;2016-10-01 16:31:47.590;11
86377;2016-10-01 16:25:22.080;45;2016-10-01 16:33:29.247;52
41046;2016-10-01 16:30:43.037;45;2016-10-01 16:34:28.370;91
82329;2016-10-01 16:24:09.780;61;2016-10-01 16:35:20.423;101
87884;2016-10-01 16:32:27.473;11;2016-10-01 16:36:28.000;10
89333;2016-10-01 16:29:45.630;118;2016-10-01 16:38:32.733;109
47799;2016-10-01 16:35:15.960;11;2016-10-01 16:40:54.000;5
43382;2016-10-01 16:37:07.243;19;2016-10-01 16:41:26.177;24
86016;2016-10-01 16:39:27.903;108;2016-10-01 16:42:38.180;110
89494;2016-10-01 16:38:49.917;122;2016-10-01 16:43:24.200;108
19688;2016-10-01 16:35:02.697;11;2016-10-01 16:43:48.000;16
77028;2016-10-01 16:34:55.600;120;2016-10-01 16:47:15.000;16
71173;2016-10-01 16:39:22.107;36;2016-10-01 16:48:23.930;98
85102;2016-10-01 16:41:00.480;87;2016-10-01 16:49:40.000;3
58968;2016-10-01 16:45:15.157;67;2016-10-01 16:50:23.000;94
88737;2016-10-01 16:40:16.700;128;2016-10-01 16:51:52.000;10
78706;2016-10-01 16:40:23.513;96;2016-10-01 16:53:15.483;89
63699;2016-10-01 16:47:50.923;42;2016-10-01 16:54:30.877;98
76444;2016-10-01 16:50:56.753;114;2016-10-01 16:56:07.870;112
78405;2016-10-01 16:50:22.240;36;2016-10-01 16:56:50.853;102
16333;2016-10-01 16:31:05.287;70;2016-10-01 16:58:30.000;23
53826;2016-10-01 16:57:25.823;55;2016-10-01 17:00:29.000;56
72715;2016-10-01 16:46:28.157;7;2016-10-01 17:02:01.000;62
53548;2016-10-01 16:54:20.820;101;2016-10-01 17:03:01.007;102
88067;2016-10-01 16:58:50.777;98;2016-10-01 17:03:44.000;16
47065;2016-10-01 16:44:27.453;71;2016-10-01 17:04:38.190;124
22092;2016-10-01 17:00:14.963;67;2016-10-01 17:05:15.003;71
57842;2016-10-01 16:58:23.993;77;2016-10-01 17:05:33.000;66
73233;2016-10-01 16:57:35.197;108;2016-10-01 17:06:02.773;117
72175;2016-10-01 16:35:05.993;77;2016-10-01 17:06:44.000;87
79565;2016-10-01 17:01:59.827;75;2016-10-01 17:06:57.000;61
19831;2016-10-01 17:04:24.407;41;2016-10-01 17:07:36.000;42
70357;2016-10-01 17:05:13.517;39;2016-10-01 17:09:53.000;42
64944;2016-10-01 16:57:26.807;67;2016-10-01 17:10:24.000;53
83962;2016-10-01 17:03:02.903;119;2016-10-01 17:11:03.000;45
76302;2016-10-01 17:01:40.887;16;2016-10-01 17:11:29.000;42
84084;2016-10-01 17:04:01.780;33;2016-10-01 17:11:56.000;31
51354;2016-10-01 17:05:53.330;3;2016-10-01 17:13:09.000;87
80166;2016-10-01 17:07:14.627;67;2016-10-01 17:14:05.000;69
80985;2016-10-01 17:03:21.093;34;2016-10-01 17:14:52.000;55
19703;2016-10-01 16:59:51.213;129;2016-10-01 17:16:01.440;112
72904;2016-10-01 17:11:04.770;12;2016-10-01 17:17:51.000;94
16919;2016-10-01 17:09:12.457;70;2016-10-01 17:19:48.000;31
84568;2016-10-01 17:03:58.093;49;2016-10-01 17:20:50.820;101
20896;2016-10-01 17:06:12.877;30;2016-10-01 17:21:24.843;121
6377;2016-10-01 17:12:18.350;89;2016-10-01 17:22:13.000;34
55437;2016-10-01 16:59:46.153;10;2016-10-01 17:22:55.077;110
85560;2016-10-01 17:16:23.367;89;2016-10-01 17:24:13.910;89
40210;2016-10-01 17:14:45.273;40;2016-10-01 17:25:19.060;100
76212;2016-10-01 17:20:25.653;41;2016-10-01 17:25:42.000;44
87681;2016-10-01 17:20:59.840;35;2016-10-01 17:28:15.000;9
45668;2016-10-01 17:15:14.350;11;2016-10-01 17:28:53.000;36
70414;2016-10-01 17:20:14.590;5;2016-10-01 17:30:19.437;95
89424;2016-10-01 17:25:24.610;55;2016-10-01 17:32:52.000;63
83176;2016-10-01 17:27:35.267;102;2016-10-01 17:33:26.000;41
38812;2016-10-01 17:28:38.970;31;2016-10-01 17:34:24.000;10
71192;2016-10-01 17:27:33.517;129;2016-10-01 17:35:16.927;91
73469;2016-10-01 17:27:23.813;26;2016-10-01 17:36:32.000;44
88364;2016-10-01 17:29:08.113;10;2016-10-01 17:38:01.000;29
28108;2016-10-01 17:30:44.503;34;2016-10-01 17:39:14.117;93
86623;2016-10-01 17:21:52.903;31;2016-10-01 17:40:00.000;94
46641;2016-10-01 17:35:28.243;98;2016-10-01 17:41:22.973;91
85363;2016-10-01 17:34:51.867;110;2016-10-01 17:42:11.863;130
83625;2016-10-01 17:36:16.133;55;2016-10-01 17:44:04.420;75
68523;2016-10-01 17:29:47.067;31;2016-10-01 17:45:45.000;26
58397;2016-10-01 17:39:47.793;129;2016-10-01 17:47:20.570;107
81532;2016-10-01 17:39:23.120;27;2016-10-01 17:47:39.000;47
87144;2016-10-01 17:35:57.680;116;2016-10-01 17:48:28.347;98
53516;2016-10-01 17:38:06.993;128;2016-10-01 17:48:55.000;92
86443;2016-10-01 17:46:42.313;35;2016-10-01 17:50:09.000;8
15494;2016-10-01 17:44:43.123;86;2016-10-01 17:50:50.000;65
76190;2016-10-01 17:47:26.093;80;2016-10-01 17:51:41.000;79
26498;2016-10-01 17:39:31.980;33;2016-10-01 17:51:55.000;3
60226;2016-10-01 17:41:53.060;110;2016-10-01 17:52:53.000;17
84699;2016-10-01 17:39:25.277;128;2016-10-01 17:53:17.103;89
52840;2016-10-01 17:49:01.173;10;2016-10-01 17:53:56.000;65
49226;2016-10-01 17:47:19.407;60;2016-10-01 17:55:35.000;16
77811;2016-10-01 17:41:06.370;31;2016-10-01 17:56:10.507;128
72335;2016-10-01 17:47:57.610;10;2016-10-01 17:56:48.503;101
19152;2016-10-01 17:50:49.473;46;2016-10-01 17:57:31.000;44
77506;2016-10-01 17:51:37.193;12;2016-10-01 17:58:39.000;10
54569;2016-10-01 17:55:22.133;43;2016-10-01 18:00:51.347;130
28507;2016-10-01 17:56:59.023;76;2016-10-01 18:02:25.650;60
22109;2016-10-01 17:51:54.990;8;2016-10-01 18:05:05.000;8
21561;2016-10-01 17:57:23.383;91;2016-10-01 18:06:08.923;24
28066;2016-10-01 17:57:16.070;68;2016-10-01 18:06:32.000;67
67925;2016-10-01 18:00:16.150;61;2016-10-01 18:07:02.000;77
50683;2016-10-01 17:56:22.053;111;2016-10-01 18:07:39.080;52
40386;2016-10-01 18:04:59.373;107;2016-10-01 18:08:26.030;108
47132;2016-10-01 18:00:48.823;42;2016-10-01 18:09:09.380;91
87058;2016-10-01 18:05:53.530;75;2016-10-01 18:10:43.920;60
57580;2016-10-01 18:04:47.937;89;2016-10-01 18:12:08.000;30
88162;2016-10-01 18:08:35.953;65;2016-10-01 18:14:06.870;64
88033;2016-10-01 18:08:37.813;73;2016-10-01 18:15:09.000;65
79667;2016-10-01 18:01:07.463;71;2016-10-01 18:16:36.067;95
53611;2016-10-01 18:04:57.967;21;2016-10-01 18:18:20.000;3
20311;2016-10-01 17:58:19.883;11;2016-10-01 18:18:47.883;93
52135;2016-10-01 18:13:05.787;87;2016-10-01 18:19:36.790;46
78803;2016-10-01 18:13:21.380;29;2016-10-01 18:20:21.880;127
29337;2016-10-01 18:11:56.037;68;2016-10-01 18:20:40.000;3
89739;2016-10-01 18:14:32.507;6;2016-10-01 18:21:24.957;102
40144;2016-10-01 18:10:33.597;11;2016-10-01 18:22:31.000;62
54081;2016-10-01 16:25:45.237;92;2016-10-01 18:23:48.000;92
72357;2016-10-01 18:11:06.143;11;2016-10-01 18:24:05.437;60
21706;2016-10-01 18:19:07.260;50;2016-10-01 18:24:35.400;128
82798;2016-10-01 18:19:24.637;61;2016-10-01 18:25:32.000;77
87531;2016-10-01 18:14:46.960;44;2016-10-01 18:27:38.497;120
27536;2016-10-01 18:04:55.013;62;2016-10-01 18:28:05.373;91
78532;2016-10-01 18:11:40.457;75;2016-10-01 18:29:22.000;39
71695;2016-10-01 18:22:00.153;8;2016-10-01 18:30:14.580;89
87647;2016-10-01 18:18:00.040;19;2016-10-01 18:30:55.000;92
59580;2016-10-01 18:11:27.083;37;2016-10-01 18:31:27.340;108
86709;2016-10-01 18:23:15.857;102;2016-10-01 18:31:51.000;57
88033;2016-10-01 18:25:31.203;64;2016-10-01 18:32:43.720;6
62229;2016-10-01 18:22:28.060;108;2016-10-01 18:33:47.847;99
46669;2016-10-01 18:27:26.047;9;2016-10-01 18:35:10.000;39
62102;2016-10-01 18:22:27.090;127;2016-10-01 18:35:36.000;92
31231;2016-10-01 18:22:01.433;9;2016-10-01 18:36:19.000;27
74779;2016-10-01 18:23:59.233;64;2016-10-01 18:36:46.000;45
71595;2016-10-01 18:23:22.543;107;2016-10-01 18:37:50.197;119
88813;2016-10-01 18:34:20.413;79;2016-10-01 18:38:23.000;80
85504;2016-10-01 18:33:20.770;6;2016-10-01 18:38:59.000;23
39512;2016-10-01 18:35:28.740;67;2016-10-01 18:40:07.000;68
84317;2016-10-01 18:11:28.707;94;2016-10-01 18:40:27.960;108
76736;2016-10-01 18:31:48.333;108;2016-10-01 18:41:42.930;98
40903;2016-10-01 18:34:29.210;46;2016-10-01 18:42:34.180;102
9311;2016-10-01 18:38:24.790;112;2016-10-01 18:43:37.250;109
88680;2016-10-01 18:30:37.613;46;2016-10-01 18:44:08.273;119
17108;2016-10-01 18:31:33.050;85;2016-10-01 18:44:55.000;49
85063;2016-10-01 18:29:04.110;3;2016-10-01 18:45:27.000;27
88154;2016-10-01 18:29:09.377;87;2016-10-01 18:46:10.000;47
87390;2016-10-01 18:41:45.747;117;2016-10-01 18:47:12.300;121
77192;2016-10-01 18:39:54.667;112;2016-10-01 18:47:58.410;126
70503;2016-10-01 18:38:05.133;130;2016-10-01 18:48:41.000;34
88036;2016-10-01 16:16:46.853;11;2016-10-01 16:21:09.000;65
85823;2016-10-01 16:16:21.447;68;2016-10-01 16:21:31.000;79
76830;2016-10-01 16:19:36.713;59;2016-10-01 16:22:38.347;6
87176;2016-10-01 16:14:01.383;47;2016-10-01 16:23:18.000;16
37405;2016-10-01 16:11:50.130;51;2016-10-01 16:24:48.220;24
15936;2016-10-01 16:15:29.727;16;2016-10-01 16:25:54.000;57
57580;2016-10-01 16:20:26.543;30;2016-10-01 16:26:40.880;11
19703;2016-10-01 16:17:41.353;44;2016-10-01 16:28:17.440;128
52840;2016-10-01 16:18:18.947;65;2016-10-01 16:29:20.000;21
69226;2016-10-01 16:26:02.440;62;2016-10-01 16:30:58.000;77
65651;2016-10-01 16:23:52.267;9;2016-10-01 16:32:21.000;31
88416;2016-10-01 16:10:56.943;36;2016-10-01 16:33:31.807;128
41219;2016-10-01 16:27:56.550;119;2016-10-01 16:34:28.000;51
64548;2016-10-01 16:19:42.263;67;2016-10-01 16:35:28.483;127
18462;2016-10-01 16:31:36.270;53;2016-10-01 16:37:02.120;13
85733;2016-10-01 16:29:04.050;6;2016-10-01 16:39:49.000;16
85994;2016-10-01 16:38:08.637;120;2016-10-01 16:41:11.887;119
24947;2016-10-01 16:26:53.487;44;2016-10-01 16:41:32.000;59
85387;2016-10-01 16:15:28.883;83;2016-10-01 16:42:53.000;65
64382;2016-10-01 16:33:29.570;64;2016-10-01 16:43:26.000;86
66051;2016-10-01 16:27:52.113;75;2016-10-01 16:43:51.690;46
3452;2016-10-01 16:23:32.717;8;2016-10-01 16:47:39.857;1
