IDUsuario;RetiroDT;RetiroEstacion;AnclajeDT;AnclajeEstacion
26474;2016-10-01 10:22:00.240;5;2016-10-01 10:29:57.000;67
42175;2016-10-01 10:27:22.700;44;2016-10-01 10:30:59.000;42
57250;2016-10-01 10:13:28.640;57;2016-10-01 10:31:22.000;14
63134;2016-10-01 10:28:37.263;122;2016-10-01 10:32:56.897;108
36520;2016-10-01 10:15:51.300;117;2016-10-01 10:34:04.067;2
65806;2016-10-01 10:24:38.773;94;2016-10-01 10:34:08.000;71
23192;2016-10-01 10:28:34.933;10;2016-10-01 10:35:45.000;63
7903;2016-10-01 10:19:39.567;44;2016-10-01 10:36:49.000;28
36978;2016-10-01 10:21:37.943;51;2016-10-01 10:37:38.860;98
39281;2016-10-01 10:34:51.143;110;2016-10-01 10:38:38.393;108
47039;2016-10-01 10:32:44.250;41;2016-10-01 10:39:27.127;102
66566;2016-10-01 10:28:34.623;26;2016-10-01 10:40:30.000;94
68513;2016-10-01 10:12:47.000;75;2016-10-01 10:41:12.980;50
88364;2016-10-01 10:29:54.827;129;2016-10-01 10:42:16.000;45
73976;2016-10-01 10:36:47.020;11;2016-10-01 10:43:11.000;94
47436;2016-10-01 10:22:20.507;22;2016-10-01 10:44:48.000;80
42936;2016-10-01 10:39:14.333;77;2016-10-01 10:45:29.000;70
51474;2016-10-01 10:34:31.470;42;2016-10-01 10:46:03.000;90
33071;2016-10-01 10:36:18.957;46;2016-10-01 10:46:34.993;24
69956;2016-10-01 10:38:09.550;87;2016-10-01 10:47:29.000;90
17086;2016-10-01 10:41:30.070;12;2016-10-01 10:48:16.000;10
57637;2016-10-01 10:42:22.383;4;2016-10-01 10:48:53.000;10
88538;2016-10-01 10:21:27.647;1;2016-10-01 10:50:16.960;72
31947;2016-10-01 10:37:31.503;31;2016-10-01 10:50:28.000;30
89540;2016-10-01 10:35:06.440;44;2016-10-01 10:51:19.000;55
63828;2016-10-01 10:42:14.490;34;2016-10-01 10:52:14.000;21
29824;2016-10-01 10:45:42.667;11;2016-10-01 10:52:46.000;3
9895;2016-10-01 10:48:36.277;45;2016-10-01 10:53:58.000;47
85751;2016-10-01 10:33:37.233;57;2016-10-01 10:54:28.620;116
50397;2016-10-01 10:33:30.470;65;2016-10-01 10:54:51.173;2
47638;2016-10-01 10:44:59.103;45;2016-10-01 10:55:29.300;91
19166;2016-10-01 10:38:52.707;128;2016-10-01 10:56:32.000;18
83887;2016-10-01 10:40:46.973;26;2016-10-01 10:57:26.000;23
31199;2016-10-01 10:53:21.860;25;2016-10-01 10:57:44.000;26
5150;2016-10-01 10:37:37.567;30;2016-10-01 10:59:19.000;31
73315;2016-10-01 10:50:58.280;109;2016-10-01 11:00:13.367;46
41771;2016-10-01 10:44:59.697;54;2016-10-01 11:01:26.320;24
89639;2016-10-01 10:55:20.830;74;2016-10-01 11:02:41.000;61
82526;2016-10-01 10:49:26.387;41;2016-10-01 11:04:20.307;112
52880;2016-10-01 11:00:45.630;66;2016-10-01 11:05:23.000;77
29496;2016-10-01 11:01:02.193;15;2016-10-01 11:06:03.000;32
90039;2016-10-01 10:58:23.050;108;2016-10-01 11:06:28.177;111
22750;2016-10-01 10:55:26.813;39;2016-10-01 11:06:52.407;46
86383;2016-10-01 10:59:43.677;110;2016-10-01 11:07:32.000;45
61875;2016-10-01 11:00:59.757;113;2016-10-01 11:08:22.973;110
73371;2016-10-01 10:50:35.357;2;2016-10-01 11:08:51.000;49
84738;2016-10-01 10:56:52.770;80;2016-10-01 11:09:39.137;2
29194;2016-10-01 10:49:55.733;122;2016-10-01 11:10:01.963;99
87677;2016-10-01 10:53:27.390;42;2016-10-01 11:10:24.307;110
14507;2016-10-01 10:48:15.497;88;2016-10-01 11:12:05.900;2
75032;2016-10-01 10:52:20.563;63;2016-10-01 11:12:40.000;63
79673;2016-10-01 11:02:26.820;37;2016-10-01 11:13:38.000;7
20455;2016-10-01 11:10:42.577;41;2016-10-01 11:14:23.000;97
80583;2016-10-01 11:05:27.383;101;2016-10-01 11:14:49.897;89
65651;2016-10-01 11:05:09.103;31;2016-10-01 11:15:47.000;9
87586;2016-10-01 11:12:21.360;6;2016-10-01 11:16:18.000;34
83547;2016-10-01 11:03:26.900;120;2016-10-01 11:16:48.123;128
84915;2016-10-01 10:52:56.720;69;2016-10-01 11:18:04.893;99
8411;2016-10-01 11:08:44.527;47;2016-10-01 11:18:37.000;16
68098;2016-10-01 11:12:08.890;52;2016-10-01 11:19:53.100;43
20318;2016-10-01 11:01:30.177;23;2016-10-01 11:20:53.000;4
87763;2016-10-01 11:13:34.250;44;2016-10-01 11:21:33.497;38
63828;2016-10-01 11:15:15.767;21;2016-10-01 11:22:00.000;9
923;2016-10-01 11:14:42.813;15;2016-10-01 11:22:52.000;17
88958;2016-10-01 11:13:08.140;29;2016-10-01 11:23:37.387;91
72492;2016-10-01 11:15:13.970;79;2016-10-01 11:23:56.780;72
14965;2016-10-01 11:01:45.477;16;2016-10-01 11:24:58.000;47
75002;2016-10-01 11:15:55.190;104;2016-10-01 11:26:34.000;41
87203;2016-10-01 11:22:11.257;93;2016-10-01 11:28:15.000;18
83280;2016-10-01 11:10:54.077;14;2016-10-01 11:28:49.000;10
65765;2016-10-01 11:23:51.337;10;2016-10-01 11:29:42.000;61
66435;2016-10-01 11:26:08.133;11;2016-10-01 11:30:15.000;10
77651;2016-10-01 11:26:57.433;76;2016-10-01 11:30:44.000;80
16365;2016-10-01 11:22:02.413;10;2016-10-01 11:31:18.567;101
82947;2016-10-01 11:20:52.193;106;2016-10-01 11:32:10.153;52
89522;2016-10-01 11:26:54.840;115;2016-10-01 11:33:09.213;112
20896;2016-10-01 11:22:25.773;30;2016-10-01 11:34:01.000;21
68196;2016-10-01 11:22:12.117;32;2016-10-01 11:34:43.350;128
61945;2016-10-01 11:25:03.883;62;2016-10-01 11:35:19.000;74
87025;2016-10-01 11:29:22.497;59;2016-10-01 11:35:52.000;61
38856;2016-10-01 11:19:13.410;50;2016-10-01 11:36:33.000;34
31662;2016-10-01 11:31:06.200;108;2016-10-01 11:40:00.383;43
72492;2016-10-01 11:33:14.360;68;2016-10-01 11:40:34.000;79
47799;2016-10-01 11:28:28.463;61;2016-10-01 11:41:27.000;67
5646;2016-10-01 11:30:26.310;56;2016-10-01 11:42:05.000;36
61034;2016-10-01 11:18:56.427;113;2016-10-01 11:42:54.930;98
81532;2016-10-01 11:36:02.830;47;2016-10-01 11:44:31.000;27
86731;2016-10-01 11:31:46.327;59;2016-10-01 11:44:59.377;82
64642;2016-10-01 11:38:22.347;89;2016-10-01 11:45:16.000;34
47961;2016-10-01 11:36:11.767;80;2016-10-01 11:45:55.907;83
30112;2016-10-01 11:39:35.770;60;2016-10-01 11:46:18.000;9
84084;2016-10-01 11:39:49.770;31;2016-10-01 11:46:58.000;10
41931;2016-10-01 11:41:51.710;47;2016-10-01 11:47:18.000;45
11278;2016-10-01 11:35:27.627;36;2016-10-01 11:48:44.047;25
15381;2016-10-01 11:32:20.357;71;2016-10-01 11:49:36.000;87
88715;2016-10-01 11:38:55.177;77;2016-10-01 11:50:19.000;57
89294;2016-10-01 11:44:54.883;94;2016-10-01 11:51:09.000;67
89311;2016-10-01 11:43:35.913;27;2016-10-01 11:52:37.380;123
86199;2016-10-01 11:38:28.940;93;2016-10-01 11:52:47.000;47
79379;2016-10-01 11:39:40.753;47;2016-10-01 11:54:10.560;101
83582;2016-10-01 11:48:49.840;79;2016-10-01 11:54:53.630;72
31947;2016-10-01 11:46:08.837;13;2016-10-01 11:55:24.000;31
40903;2016-10-01 11:48:16.840;90;2016-10-01 11:55:50.277;124
85751;2016-10-01 11:48:17.230;116;2016-10-01 11:56:11.953;22
78826;2016-10-01 11:51:11.357;61;2016-10-01 11:56:23.000;65
94;2016-10-01 11:43:25.757;31;2016-10-01 11:56:59.080;89
65342;2016-10-01 11:44:16.803;109;2016-10-01 11:57:32.000;27
70047;2016-10-01 11:39:47.427;36;2016-10-01 11:58:25.560;108
20455;2016-10-01 11:52:43.873;39;2016-10-01 11:59:08.000;44
9725;2016-10-01 11:52:30.187;34;2016-10-01 11:59:37.797;35
36511;2016-10-01 11:56:03.517;45;2016-10-01 12:01:05.347;99
63586;2016-10-01 11:48:39.260;13;2016-10-01 12:01:05.000;49
18267;2016-10-01 11:44:06.773;14;2016-10-01 12:01:46.000;10
88644;2016-10-01 11:58:12.410;43;2016-10-01 12:02:45.000;42
51474;2016-10-01 11:51:40.390;129;2016-10-01 12:02:56.000;47
20460;2016-10-01 11:53:40.110;67;2016-10-01 12:03:41.970;89
22231;2016-10-01 11:57:19.643;86;2016-10-01 12:04:08.000;67
88964;2016-10-01 11:44:28.727;16;2016-10-01 12:05:09.000;23
73902;2016-10-01 12:01:27.350;111;2016-10-01 12:06:20.647;122
87677;2016-10-01 11:42:36.960;110;2016-10-01 12:07:03.000;42
46547;2016-10-01 11:57:49.503;87;2016-10-01 12:08:40.000;49
77412;2016-10-01 12:02:41.367;118;2016-10-01 12:09:12.000;51
89326;2016-10-01 11:51:07.543;54;2016-10-01 12:10:04.653;111
71849;2016-10-01 12:05:08.273;59;2016-10-01 12:11:16.000;9
41438;2016-10-01 11:58:20.423;54;2016-10-01 12:12:03.607;43
41841;2016-10-01 12:07:42.790;6;2016-10-01 12:12:46.000;5
18501;2016-10-01 12:04:41.117;51;2016-10-01 12:13:21.480;46
6451;2016-10-01 12:05:12.617;2;2016-10-01 12:13:38.660;12
83430;2016-10-01 12:06:42.650;121;2016-10-01 12:13:41.717;106
62513;2016-10-01 12:06:04.650;69;2016-10-01 12:16:12.747;13
87694;2016-10-01 10:06:18.777;24;2016-10-01 10:14:39.000;28
26133;2016-10-01 00:31:14.300;119;2016-10-01 00:46:32.000;25
53335;2016-10-01 09:11:16.907;52;2016-10-01 09:22:39.000;25
47339;2016-10-01 10:12:23.470;2;2016-10-01 10:16:12.000;69
16218;2016-10-01 09:55:05.643;72;2016-10-01 10:17:33.667;98
78229;2016-10-01 09:51:35.813;9;2016-10-01 10:19:15.000;14
30872;2016-10-01 10:08:10.810;30;2016-10-01 10:20:15.000;67
68753;2016-10-01 09:59:35.897;10;2016-10-01 10:20:37.877;38
82911;2016-10-01 10:01:04.193;125;2016-10-01 10:21:10.000;45
88108;2016-10-01 10:07:41.933;98;2016-10-01 10:21:57.000;4
52880;2016-10-01 10:19:35.850;77;2016-10-01 10:23:33.000;66
45773;2016-10-01 10:12:59.063;75;2016-10-01 10:23:55.000;4
70067;2016-10-01 10:15:57.987;10;2016-10-01 10:24:15.000;55
68133;2016-10-01 10:18:26.550;56;2016-10-01 10:25:33.000;55
75643;2016-10-01 10:21:02.913;57;2016-10-01 10:26:32.000;34
8737;2016-10-01 10:01:53.587;84;2016-10-01 10:27:41.000;1
23240;2016-10-01 10:13:24.343;75;2016-10-01 10:28:39.773;35
74295;2016-10-01 10:25:30.120;63;2016-10-01 10:29:53.820;60
46204;2016-10-01 10:17:01.783;66;2016-10-01 10:31:00.000;9
45296;2016-10-01 10:13:14.483;57;2016-10-01 10:31:19.000;14
61879;2016-10-01 10:26:29.947;62;2016-10-01 10:31:55.000;95
36496;2016-10-01 10:27:31.713;57;2016-10-01 10:33:57.000;34
76983;2016-10-01 10:24:19.307;52;2016-10-01 10:34:35.583;119
70086;2016-10-01 10:27:33.700;9;2016-10-01 10:35:38.000;23
15684;2016-10-01 10:30:06.780;102;2016-10-01 10:36:43.000;45
57359;2016-10-01 10:15:50.987;52;2016-10-01 10:37:26.000;55
31819;2016-10-01 10:31:22.670;34;2016-10-01 10:39:23.537;89
51215;2016-10-01 10:31:25.093;87;2016-10-01 10:40:18.000;14
3471;2016-10-01 10:35:46.377;72;2016-10-01 10:40:45.000;70
14613;2016-10-01 10:28:13.387;57;2016-10-01 10:41:39.000;4
88368;2016-10-01 10:36:12.190;49;2016-10-01 10:42:48.000;47
88653;2016-10-01 10:31:16.513;55;2016-10-01 10:44:39.000;41
42912;2016-10-01 10:39:53.660;64;2016-10-01 10:45:17.000;66
3797;2016-10-01 10:34:41.923;6;2016-10-01 10:45:56.770;101
18094;2016-10-01 10:39:39.770;19;2016-10-01 10:46:25.000;21
83826;2016-10-01 10:16:46.223;44;2016-10-01 10:47:16.013;106
84077;2016-10-01 10:29:54.123;115;2016-10-01 10:48:06.220;2
87433;2016-10-01 10:43:44.337;12;2016-10-01 10:48:52.000;67
32552;2016-10-01 10:41:08.833;47;2016-10-01 10:50:12.000;28
18736;2016-10-01 10:38:09.190;10;2016-10-01 10:50:26.000;23
88577;2016-10-01 10:39:46.693;22;2016-10-01 10:51:05.000;29
68196;2016-10-01 10:40:55.367;129;2016-10-01 10:51:37.000;32
21763;2016-10-01 10:46:54.370;28;2016-10-01 10:52:45.283;105
73034;2016-10-01 10:48:44.683;121;2016-10-01 10:53:55.637;119
89734;2016-10-01 10:47:49.463;114;2016-10-01 10:54:25.230;112
68626;2016-10-01 10:44:59.667;63;2016-10-01 10:54:32.000;21
16365;2016-10-01 10:38:34.067;46;2016-10-01 10:55:18.000;10
89621;2016-10-01 10:28:15.467;31;2016-10-01 10:56:26.000;1
72332;2016-10-01 10:31:41.560;66;2016-10-01 10:57:04.000;47
53140;2016-10-01 10:34:00.423;119;2016-10-01 10:57:46.163;12
83521;2016-10-01 10:44:46.133;70;2016-10-01 10:58:43.000;7
65755;2016-10-01 10:53:22.547;74;2016-10-01 10:59:28.000;70
89821;2016-10-01 10:46:28.073;125;2016-10-01 11:01:00.947;112
57306;2016-10-01 10:57:05.317;120;2016-10-01 11:02:21.370;108
83454;2016-10-01 10:52:33.063;11;2016-10-01 11:03:33.000;61
89960;2016-10-01 10:51:48.060;6;2016-10-01 11:04:55.000;65
86735;2016-10-01 10:47:53.450;55;2016-10-01 11:05:38.133;24
51663;2016-10-01 11:03:21.663;43;2016-10-01 11:06:24.233;46
74847;2016-10-01 10:57:12.423;23;2016-10-01 11:06:37.000;10
59770;2016-10-01 11:00:43.913;7;2016-10-01 11:07:16.340;102
39813;2016-10-01 10:50:57.373;21;2016-10-01 11:08:22.357;93
66239;2016-10-01 11:01:35.727;79;2016-10-01 11:08:43.000;62
50601;2016-10-01 11:00:18.677;108;2016-10-01 11:09:26.240;124
89205;2016-10-01 11:03:41.320;55;2016-10-01 11:09:56.000;62
24185;2016-10-01 10:58:45.957;16;2016-10-01 11:10:04.020;60
53439;2016-10-01 11:00:00.380;30;2016-10-01 11:10:55.000;10
981;2016-10-01 11:02:05.693;31;2016-10-01 11:12:39.413;13
49226;2016-10-01 11:08:39.560;63;2016-10-01 11:13:06.713;60
9112;2016-10-01 10:59:06.037;68;2016-10-01 11:13:57.000;34
77443;2016-10-01 11:11:01.390;65;2016-10-01 11:14:42.000;70
45652;2016-10-01 11:09:29.027;69;2016-10-01 11:15:38.000;94
40977;2016-10-01 10:58:18.910;29;2016-10-01 11:16:11.453;35
87248;2016-10-01 11:07:41.090;60;2016-10-01 11:16:30.000;16
3421;2016-10-01 11:07:29.963;34;2016-10-01 11:17:53.000;48
80292;2016-10-01 10:52:41.313;69;2016-10-01 11:18:34.050;99
66084;2016-10-01 11:14:01.830;109;2016-10-01 11:19:28.770;119
54959;2016-10-01 11:03:24.197;23;2016-10-01 11:20:28.657;93
48675;2016-10-01 11:13:56.627;49;2016-10-01 11:21:21.060;128
33844;2016-10-01 11:11:42.843;32;2016-10-01 11:21:54.000;51
83483;2016-10-01 11:17:43.533;68;2016-10-01 11:22:37.000;67
63681;2016-10-01 11:12:40.967;119;2016-10-01 11:23:31.033;119
74131;2016-10-01 11:11:24.873;41;2016-10-01 11:23:54.280;101
75271;2016-10-01 11:07:08.573;15;2016-10-01 11:24:40.530;108
64609;2016-10-01 11:18:29.707;74;2016-10-01 11:25:33.857;2
89405;2016-10-01 11:22:30.850;98;2016-10-01 11:27:31.000;96
62810;2016-10-01 11:22:16.883;41;2016-10-01 11:28:19.000;92
62513;2016-10-01 11:20:16.507;72;2016-10-01 11:29:37.000;70
38958;2016-10-01 11:07:25.370;85;2016-10-01 11:30:12.000;42
1321;2016-10-01 11:09:29.793;67;2016-10-01 11:30:37.000;67
79561;2016-10-01 11:23:26.227;130;2016-10-01 11:30:59.000;54
11441;2016-10-01 11:19:30.550;11;2016-10-01 11:32:02.987;60
30447;2016-10-01 11:27:56.543;8;2016-10-01 11:32:46.000;10
89931;2016-10-01 11:24:12.133;93;2016-10-01 11:33:28.000;16
83597;2016-10-01 11:30:23.967;108;2016-10-01 11:34:26.913;110
78772;2016-10-01 11:27:20.010;10;2016-10-01 11:35:13.103;35
69336;2016-10-01 11:26:09.057;36;2016-10-01 11:35:51.000;10
72941;2016-10-01 11:18:32.270;111;2016-10-01 11:36:23.000;48
15922;2016-10-01 11:31:29.187;44;2016-10-01 11:38:02.407;103
83382;2016-10-01 11:28:39.560;100;2016-10-01 11:40:28.220;12
70749;2016-10-01 11:22:48.383;48;2016-10-01 11:41:19.997;120
28568;2016-10-01 11:35:14.470;21;2016-10-01 11:41:52.000;94
30766;2016-10-01 11:37:31.893;7;2016-10-01 11:42:31.000;34
3188;2016-10-01 11:40:09.693;19;2016-10-01 11:44:03.000;17
85831;2016-10-01 11:31:40.547;119;2016-10-01 11:44:55.000;45
39168;2016-10-01 11:35:58.313;75;2016-10-01 11:45:13.000;57
22101;2016-10-01 11:37:20.767;50;2016-10-01 11:45:40.097;11
85539;2016-10-01 11:36:03.597;29;2016-10-01 11:46:16.980;91
20905;2016-10-01 11:34:48.563;46;2016-10-01 11:46:45.000;29
83952;2016-10-01 11:32:41.907;90;2016-10-01 11:47:17.000;86
24393;2016-10-01 11:38:27.630;39;2016-10-01 11:48:30.777;33
40977;2016-10-01 11:29:30.073;35;2016-10-01 11:49:29.000;29
90081;2016-10-01 11:21:46.303;108;2016-10-01 11:50:16.637;108
10019;2016-10-01 11:46:49.400;94;2016-10-01 11:50:34.000;5
27382;2016-10-01 11:48:26.777;38;2016-10-01 11:52:33.000;39
65277;2016-10-01 11:21:20.647;74;2016-10-01 11:52:49.173;11
69328;2016-10-01 11:46:28.557;80;2016-10-01 11:53:31.803;75
22276;2016-10-01 11:44:44.103;36;2016-10-01 11:54:25.000;59
8424;2016-10-01 11:48:54.527;16;2016-10-01 11:55:14.230;38
4783;2016-10-01 11:50:12.637;39;2016-10-01 11:55:42.000;39
41902;2016-10-01 11:42:36.397;16;2016-10-01 11:56:01.500;46
64107;2016-10-01 11:45:28.383;106;2016-10-01 11:56:28.000;120
52727;2016-10-01 11:51:16.483;103;2016-10-01 11:56:41.000;45
45089;2016-10-01 11:34:37.610;51;2016-10-01 11:57:25.000;61
52136;2016-10-01 11:28:06.527;72;2016-10-01 11:58:17.000;1
47029;2016-10-01 11:50:24.170;38;2016-10-01 11:59:00.000;44
87128;2016-10-01 11:48:19.700;52;2016-10-01 11:59:35.817;91
47438;2016-10-01 11:55:25.407;9;2016-10-01 12:00:27.650;89
22385;2016-10-01 11:56:24.143;59;2016-10-01 12:01:08.000;62
87556;2016-10-01 11:50:06.653;61;2016-10-01 12:01:34.000;67
54574;2016-10-01 11:46:51.980;42;2016-10-01 12:02:36.507;52
88067;2016-10-01 11:41:42.270;75;2016-10-01 12:03:00.270;122
49732;2016-10-01 11:52:41.453;37;2016-10-01 12:03:33.000;17
50397;2016-10-01 11:53:05.763;1;2016-10-01 12:04:06.000;70
77651;2016-10-01 11:58:36.020;80;2016-10-01 12:05:01.427;60
73438;2016-10-01 11:59:35.537;86;2016-10-01 12:06:04.000;67
63833;2016-10-01 11:45:24.290;19;2016-10-01 12:06:50.000;63
85168;2016-10-01 11:55:49.267;59;2016-10-01 12:08:29.000;21
53653;2016-10-01 12:04:59.430;19;2016-10-01 12:08:57.900;93
84252;2016-10-01 12:05:07.257;118;2016-10-01 12:09:48.983;109
77179;2016-10-01 11:55:23.783;19;2016-10-01 12:10:29.000;85
53506;2016-10-01 12:01:20.460;89;2016-10-01 12:11:55.893;101
18103;2016-10-01 11:21:12.177;12;2016-10-01 12:12:48.957;13
36545;2016-10-01 12:01:29.007;68;2016-10-01 12:13:02.000;5
77192;2016-10-01 12:08:04.840;115;2016-10-01 12:13:29.057;112
57115;2016-10-01 12:10:50.967;3;2016-10-01 12:14:31.613;12
51014;2016-10-01 10:07:10.810;57;2016-10-01 10:12:41.000;34
30984;2016-10-01 10:01:23.087;57;2016-10-01 10:14:06.000;14
84077;2016-10-01 10:02:22.523;13;2016-10-01 10:15:05.317;115
89701;2016-10-01 08:21:57.087;49;2016-10-01 08:28:58.000;25
18995;2016-10-01 10:07:50.730;8;2016-10-01 10:16:02.000;59
31876;2016-10-01 09:59:37.897;72;2016-10-01 10:16:52.060;2
66658;2016-10-01 09:58:47.007;23;2016-10-01 10:19:02.700;12
23680;2016-10-01 09:57:01.160;28;2016-10-01 10:20:06.000;31
80681;2016-10-01 10:08:12.777;42;2016-10-01 10:20:32.000;54
77018;2016-10-01 10:11:46.907;83;2016-10-01 10:20:51.000;78
589;2016-10-01 10:11:55.860;127;2016-10-01 10:21:30.417;89
57887;2016-10-01 10:13:33.453;64;2016-10-01 10:22:56.000;59
89448;2016-10-01 10:19:13.757;18;2016-10-01 10:23:42.000;19
83521;2016-10-01 10:07:16.107;19;2016-10-01 10:24:07.000;70
86302;2016-10-01 10:17:50.910;38;2016-10-01 10:24:42.050;98
22573;2016-10-01 10:14:18.643;66;2016-10-01 10:26:07.000;10
74888;2016-10-01 10:18:53.270;75;2016-10-01 10:26:56.000;3
78543;2016-10-01 10:24:07.883;72;2016-10-01 10:28:04.000;69
56289;2016-10-01 10:18:37.613;108;2016-10-01 10:29:31.777;24
5005;2016-10-01 10:15:27.347;3;2016-10-01 10:30:04.000;49
77425;2016-10-01 10:25:44.917;16;2016-10-01 10:31:00.000;34
87348;2016-10-01 10:21:07.240;47;2016-10-01 10:31:38.463;112
88010;2016-10-01 10:25:16.667;43;2016-10-01 10:33:01.000;16
64378;2016-10-01 10:25:34.290;77;2016-10-01 10:34:09.000;5
14965;2016-10-01 10:26:12.963;47;2016-10-01 10:35:03.000;16
73034;2016-10-01 10:26:41.997;117;2016-10-01 10:36:00.603;121
2272;2016-10-01 10:25:33.167;70;2016-10-01 10:37:17.000;10
53506;2016-10-01 10:27:13.887;101;2016-10-01 10:37:45.877;89
20955;2016-10-01 10:31:05.640;11;2016-10-01 10:39:06.000;34
59203;2016-10-01 10:20:33.820;115;2016-10-01 10:39:27.000;45
7864;2016-10-01 10:32:19.733;60;2016-10-01 10:40:39.933;101
59294;2016-10-01 10:28:05.870;107;2016-10-01 10:41:31.323;102
79372;2016-10-01 10:35:31.860;51;2016-10-01 10:42:32.180;98
10562;2016-10-01 10:38:45.990;40;2016-10-01 10:43:28.803;25
60047;2016-10-01 10:38:28.707;11;2016-10-01 10:44:53.000;9
24185;2016-10-01 10:36:35.457;105;2016-10-01 10:45:35.713;24
55233;2016-10-01 10:38:56.193;41;2016-10-01 10:46:15.143;93
47336;2016-10-01 10:39:48.490;53;2016-10-01 10:46:57.550;99
71213;2016-10-01 10:33:44.953;63;2016-10-01 10:47:45.980;101
86490;2016-10-01 10:40:58.413;77;2016-10-01 10:48:39.000;71
22276;2016-10-01 10:38:04.787;59;2016-10-01 10:49:06.287;35
89198;2016-10-01 10:42:03.507;123;2016-10-01 10:50:28.140;110
9668;2016-10-01 10:47:46.637;6;2016-10-01 10:50:48.000;57
42835;2016-10-01 10:37:12.393;34;2016-10-01 10:51:25.000;4
64959;2016-10-01 10:42:35.273;122;2016-10-01 10:52:22.303;43
9656;2016-10-01 10:45:11.680;40;2016-10-01 10:52:48.000;44
43746;2016-10-01 10:49:45.340;46;2016-10-01 10:54:09.400;108
89695;2016-10-01 10:47:25.027;114;2016-10-01 10:54:30.883;112
15678;2016-10-01 10:41:47.367;23;2016-10-01 10:55:06.000;41
31876;2016-10-01 10:48:01.810;2;2016-10-01 10:55:52.237;72
86798;2016-10-01 10:46:07.277;127;2016-10-01 10:56:53.040;2
45652;2016-10-01 10:50:30.437;94;2016-10-01 10:57:26.000;69
84318;2016-10-01 10:39:51.053;26;2016-10-01 10:57:46.000;23
22419;2016-10-01 10:54:15.750;6;2016-10-01 10:59:21.000;34
89713;2016-10-01 10:46:16.353;125;2016-10-01 11:00:53.200;112
58801;2016-10-01 10:41:19.960;83;2016-10-01 11:01:37.000;16
51500;2016-10-01 10:56:01.533;65;2016-10-01 11:02:43.000;4
547;2016-10-01 10:59:29.910;10;2016-10-01 11:04:24.000;57
19243;2016-10-01 10:58:08.020;108;2016-10-01 11:05:28.000;48
47961;2016-10-01 11:01:07.007;83;2016-10-01 11:06:08.000;80
89911;2016-09-30 22:11:07.723;18;2016-10-01 11:06:43.453;111
74004;2016-10-01 10:54:26.953;11;2016-10-01 11:06:49.000;23
10840;2016-10-01 11:01:53.273;18;2016-10-01 11:08:15.490;25
32611;2016-10-01 11:00:42.770;107;2016-10-01 11:08:27.000;48
86574;2016-10-01 11:02:30.837;43;2016-10-01 11:09:08.937;108
68344;2016-10-01 10:59:35.223;57;2016-10-01 11:09:46.000;70
22319;2016-10-01 10:57:46.880;55;2016-10-01 11:09:58.000;39
830;2016-10-01 11:07:01.243;1;2016-10-01 11:10:50.983;2
21904;2016-10-01 11:01:32.273;67;2016-10-01 11:12:23.180;60
47247;2016-10-01 11:01:12.507;19;2016-10-01 11:12:45.310;11
73311;2016-10-01 11:01:32.523;56;2016-10-01 11:13:40.000;16
40355;2016-10-01 11:06:20.980;61;2016-10-01 11:14:25.000;68
830;2016-10-01 11:11:03.857;2;2016-10-01 11:15:09.000;69
35621;2016-10-01 11:09:38.717;110;2016-10-01 11:15:59.437;113
89787;2016-10-01 10:58:13.833;22;2016-10-01 11:16:18.000;49
88381;2016-10-01 11:07:38.557;67;2016-10-01 11:16:56.000;85
88994;2016-10-01 11:07:17.183;34;2016-10-01 11:18:02.000;48
18061;2016-10-01 11:00:59.240;71;2016-10-01 11:18:37.000;21
35768;2016-10-01 11:16:50.377;58;2016-10-01 11:19:50.000;59
53368;2016-10-01 11:08:05.963;118;2016-10-01 11:21:01.000;26
23014;2016-10-01 11:08:47.637;35;2016-10-01 11:21:42.483;11
87409;2016-10-01 11:17:34.503;10;2016-10-01 11:22:17.000;61
9668;2016-10-01 11:09:00.403;57;2016-10-01 11:23:04.000;59
53477;2016-10-01 11:19:21.897;42;2016-10-01 11:23:49.670;43
51704;2016-10-01 10:14:10.783;13;2016-10-01 11:24:16.243;105
54453;2016-10-01 11:16:18.910;102;2016-10-01 11:25:12.703;101
58438;2016-10-01 11:21:39.913;58;2016-10-01 11:27:10.000;10
62822;2016-10-01 11:21:55.490;41;2016-10-01 11:28:14.000;92
59824;2016-10-01 11:24:20.150;37;2016-10-01 11:29:32.860;19
81423;2016-10-01 11:05:45.963;67;2016-10-01 11:29:58.877;60
49035;2016-10-01 11:08:21.777;75;2016-10-01 11:30:24.113;72
85034;2016-10-01 11:25:10.383;58;2016-10-01 11:30:58.000;34
82260;2016-10-01 11:18:12.567;101;2016-10-01 11:31:23.557;11
82281;2016-10-01 11:24:25.727;3;2016-10-01 11:32:43.067;12
28390;2016-10-01 11:26:51.290;91;2016-10-01 11:33:19.173;99
37261;2016-10-01 11:25:09.570;102;2016-10-01 11:34:18.000;55
68753;2016-10-01 11:27:50.887;101;2016-10-01 11:34:45.447;38
86302;2016-10-01 11:25:33.133;98;2016-10-01 11:35:26.423;38
399;2016-10-01 10:45:13.557;35;2016-10-01 11:36:05.723;35
79982;2016-10-01 11:28:58.060;40;2016-10-01 11:36:49.000;45
36511;2016-10-01 11:21:15.867;118;2016-10-01 11:40:05.163;46
9219;2016-10-01 11:30:10.997;56;2016-10-01 11:40:41.000;36
